month,lat,lng,sla_bucket,orders
2026-05,12.87,77.625,QuickDelivery,9
2026-05,12.93,77.595,QuickDelivery,9
2026-05,12.99,77.565,NonQuickDelivery,9
2026-05,12.99,77.67,NonQuickDelivery,8
2026-05,13.035,77.58,NonQuickDelivery,8
2026-05,13.05,77.61,NonQuickDelivery,8
2026-05,12.87,77.67,QuickDelivery,8
2026-05,12.945,77.58,NonQuickDelivery,8
2026-05,12.855,77.655,NonQuickDelivery,8
2026-05,12.855,77.58,NonQuickDelivery,8
2026-05,12.99,77.55,NonQuickDelivery,8
2026-05,12.93,77.73,NonQuickDelivery,8
2026-05,12.96,77.565,NonQuickDelivery,8
2026-05,12.945,77.595,NonQuickDelivery,8
2026-05,12.915,77.565,NonQuickDelivery,8
2026-05,12.885,77.58,NonQuickDelivery,8
2026-05,12.93,77.655,QuickDelivery,8
2026-05,13.05,77.58,NonQuickDelivery,8
2026-05,12.93,77.745,NonQuickDelivery,7
2026-05,12.885,77.55,NonQuickDelivery,7
2026-05,12.975,77.61,NonQuickDelivery,7
2026-05,12.975,77.745,NonQuickDelivery,7
2026-05,13.035,77.67,NonQuickDelivery,7
2026-05,13.005,77.55,NonQuickDelivery,7
2026-05,12.945,77.49,NonQuickDelivery,7
2026-05,13.005,77.7,NonQuickDelivery,7
2026-05,12.975,77.535,NonQuickDelivery,7
2026-05,13.05,77.595,NonQuickDelivery,7
2026-05,13.02,77.715,NonQuickDelivery,7
2026-05,12.915,77.52,NonQuickDelivery,7
2026-05,13.065,77.625,NonQuickDelivery,7
2026-05,12.885,77.565,NonQuickDelivery,7
2026-05,12.975,77.55,NonQuickDelivery,7
2026-05,12.915,77.55,NonQuickDelivery,7
2026-05,13.065,77.595,NonQuickDelivery,7
2026-05,12.975,77.58,NonQuickDelivery,7
2026-05,12.9,77.565,NonQuickDelivery,7
2026-05,13.005,77.655,NonQuickDelivery,6
2026-05,13.005,77.715,NonQuickDelivery,6
2026-05,12.96,77.745,NonQuickDelivery,6
2026-05,12.87,77.58,NonQuickDelivery,6
2026-05,13.005,77.52,NonQuickDelivery,6
2026-05,12.99,77.58,NonQuickDelivery,6
2026-05,12.975,77.73,NonQuickDelivery,6
2026-05,12.93,77.565,NonQuickDelivery,6
2026-05,12.99,77.61,NonQuickDelivery,6
2026-05,12.825,77.655,NonQuickDelivery,6
2026-05,13.035,77.64,NonQuickDelivery,6
2026-05,12.975,77.565,NonQuickDelivery,6
2026-05,13.11,77.58,NonQuickDelivery,6
2026-05,12.885,77.685,QuickDelivery,6
2026-05,13.02,77.535,NonQuickDelivery,6
2026-05,12.96,77.55,NonQuickDelivery,6
2026-05,13.035,77.655,NonQuickDelivery,6
2026-05,12.84,77.67,NonQuickDelivery,6
2026-05,12.975,77.67,NonQuickDelivery,5
2026-05,12.96,77.535,NonQuickDelivery,5
2026-05,12.945,77.535,NonQuickDelivery,5
2026-05,13.065,77.58,NonQuickDelivery,5
2026-05,12.9,77.535,NonQuickDelivery,5
2026-05,13.005,77.745,NonQuickDelivery,5
2026-05,12.915,77.535,NonQuickDelivery,5
2026-05,13.02,77.595,NonQuickDelivery,5
2026-05,13.02,77.565,NonQuickDelivery,5
2026-05,13.095,77.595,NonQuickDelivery,5
2026-05,12.9,77.52,NonQuickDelivery,5
2026-05,13.005,77.67,NonQuickDelivery,5
2026-05,12.945,77.55,NonQuickDelivery,5
2026-05,12.9,77.55,NonQuickDelivery,5
2026-05,12.87,77.595,QuickDelivery,5
2026-05,12.99,77.595,NonQuickDelivery,5
2026-05,12.96,77.73,NonQuickDelivery,5
2026-05,12.96,77.505,NonQuickDelivery,5
2026-05,13.005,77.535,NonQuickDelivery,4
2026-05,12.915,77.7,QuickDelivery,4
2026-05,12.96,77.76,NonQuickDelivery,4
2026-05,12.9,77.505,NonQuickDelivery,4
2026-05,12.84,77.655,NonQuickDelivery,4
2026-05,12.96,77.61,NonQuickDelivery,4
2026-05,12.885,77.52,NonQuickDelivery,4
2026-05,12.855,77.595,NonQuickDelivery,4
2026-05,12.99,77.535,NonQuickDelivery,4
2026-05,13.035,77.685,NonQuickDelivery,4
2026-05,12.99,77.715,NonQuickDelivery,4
2026-05,12.975,77.505,NonQuickDelivery,4
2026-05,12.945,77.52,NonQuickDelivery,4
2026-05,12.855,77.64,NonQuickDelivery,3
2026-05,13.035,77.715,NonQuickDelivery,3
2026-05,12.96,77.67,NonQuickDelivery,3
2026-05,12.93,77.715,NonQuickDelivery,3
2026-05,12.96,77.625,NonQuickDelivery,3
2026-05,12.945,77.73,NonQuickDelivery,3
2026-05,12.945,77.685,NonQuickDelivery,3
2026-05,12.87,77.55,NonQuickDelivery,3
2026-05,13.005,77.625,NonQuickDelivery,3
2026-05,13.05,77.49,NonQuickDelivery,3
2026-05,12.96,77.52,NonQuickDelivery,3
2026-05,13.05,77.625,NonQuickDelivery,3
2026-05,13.05,77.505,NonQuickDelivery,3
2026-05,12.9,77.715,NonQuickDelivery,3
2026-05,13.08,77.58,NonQuickDelivery,3
2026-05,13.005,77.49,NonQuickDelivery,3
2026-05,12.87,77.685,NonQuickDelivery,3
2026-05,13.005,77.565,NonQuickDelivery,3
2026-05,12.975,77.52,NonQuickDelivery,3
2026-05,12.855,77.535,NonQuickDelivery,3
2026-05,12.99,77.49,NonQuickDelivery,3
2026-05,13.02,77.655,NonQuickDelivery,3
2026-05,12.87,77.565,NonQuickDelivery,3
2026-05,13.02,77.55,NonQuickDelivery,3
2026-05,12.99,77.73,NonQuickDelivery,3
2026-05,13.02,77.7,NonQuickDelivery,3
2026-05,13.035,77.505,NonQuickDelivery,3
2026-05,12.93,77.52,NonQuickDelivery,3
2026-05,13.005,77.64,NonQuickDelivery,3
2026-05,12.84,77.685,NonQuickDelivery,3
2026-05,12.93,77.505,NonQuickDelivery,2
2026-05,12.855,77.685,NonQuickDelivery,2
2026-05,12.96,77.685,NonQuickDelivery,2
2026-05,13.035,77.55,NonQuickDelivery,2
2026-05,13.005,77.685,NonQuickDelivery,2
2026-05,12.915,77.505,NonQuickDelivery,2
2026-05,12.99,77.7,NonQuickDelivery,2
2026-05,12.84,77.625,NonQuickDelivery,2
2026-05,12.945,77.745,NonQuickDelivery,2
2026-05,12.855,77.61,NonQuickDelivery,2
2026-05,13.005,77.505,NonQuickDelivery,2
2026-05,13.005,77.76,NonQuickDelivery,2
2026-05,13.005,77.58,NonQuickDelivery,2
2026-05,12.99,77.76,NonQuickDelivery,2
2026-05,13.035,77.7,NonQuickDelivery,2
2026-05,12.975,77.49,NonQuickDelivery,2
2026-05,12.93,77.58,NonQuickDelivery,2
2026-05,12.99,77.64,NonQuickDelivery,2
2026-05,13.095,77.58,NonQuickDelivery,2
2026-05,13.02,77.685,NonQuickDelivery,2
2026-05,13.02,77.58,NonQuickDelivery,2
2026-05,12.93,77.49,NonQuickDelivery,2
2026-05,12.975,77.655,NonQuickDelivery,2
